"event_id","category","title","time","price","repeat_description","address","image","description","title_code","dates"
"41","Library Event","History Detectives 2017","9:30 AM - 4:00 PM","FREE and Open to the Public","","111 Library St NE, Grand Rapids MI 49503-3268","","<p>10th ANNUAL<br />
<em>SLEUTHING FOR LOCAL HISTORY</em></p>

<p>Saturday, January 28, 2017<br />
9:30 am &ndash; 4:00 pm</p>

<p><strong>Session 1</strong><br />
9:30 &ndash; 10:15 AM<br />
<strong>Present, But Not Counted: Dutch Immigrant Midwives in Grand Rapids</strong><br />
<em>Janet Sjaarda Sheeres</em></p>

<p>Though stories of male physicians are common in medical histories, accounts of female midwives have been neglected. What histories of early American immigrants ever ask, &ldquo;Who delivered the babies?&rdquo; Adding to her body of work on invisible Dutch women, Sheeres has uncovered ten midwives working in late 19th and early 20th century Grand Rapids, and thirty more in other Dutch communities. She will address why these women chose work delivering babies, who their clients were, what hardships they faced, and why they are not in our histories. Sheers&rsquo; findings also shed light on midwives serving other ethnic communities and why they have been sidelined in early historical records.</p>

<p>Sponsor: <strong><a href=""http://www.ggrwhc.org/"" target=""_blank"">Greater Grand Rapids Women&rsquo;s&nbsp;History Council</a></strong><br />
<br />
<strong>Session 2</strong><br />
10:30 &ndash; 11:15 AM<br />
<strong>Selling Grand Rapids: Expositions in the Furniture City, 1878 &ndash; 1965</strong><br />
<em>Scott St. Louis</em></p>

<p>Grand Rapids&rsquo; late 19th-century business leaders were ambitious and optimistic. As railroads connected the city with an emerging consumer base, they took advantage of this network to expand furniture production. Local leaders established semi-annual furniture expositions and collaborated to make Grand Rapids&rsquo; name synonymous with excellent household furniture on an international scale. With the help of a supportive community, leaders resolved to prevent similar efforts in other cities from eclipsing their own. Their success transformed the physical and economic landscape of Grand Rapids.</p>

<p>Sponsor: <a href="""" target=""_blank""><strong>Grand Rapids Historical Society</strong></a><br />
<br />
<strong>Session 3</strong><br />
11:30 AM &ndash; 12:15 PM<br />
<strong>Making Waves: Michigan&rsquo;s Boat Building Industry, 1865-2000</strong><br />
<em>Scott M. Peters</em></p>

<p>Michigan&rsquo;s late 19th-century emergence as the boat-building industry&rsquo;s hub drew together talented designers, builders, and engine makers to produce some of the fastest, most innovative boats ever created. Entrepreneurs like Christopher Columbus Smith, John L. Hacker, and Gar Wood established some of the nation&rsquo;s top brands and brought the prospect of boat ownership within reach for every American consumer. Michigan boat builders also left their mark on history&mdash;from developing the speedy runabouts favored by Prohibition-era rum-runners to creating the landing craft that carried Allied forces to Europe and the Pacific. Making Waves explores the story of an industry that evolved in Michigan but would change boating across the world.</p>

<p>Sponsor: <a href=""http://www.historygrandrapids.org/"" target=""_blank""><strong>Grand Rapids Historical Commission</strong></a><br />
<br />
12:15 &ndash; 1:00 PM<br />
<strong>Lunch &ndash; Reserve Ahead of Time!</strong><br />
Boxed lunches are $10 and must be ordered in advance. Choose a turkey, ham, or vegetarian sandwich (or make any of these gluten-free). Also included in the lunches are a fruit cup, pasta salad, cookie, condiments, and bottled water. Pop will be available for an additional $1.</p>

<p>To reserve a lunch, call 616.988.5492 or email rsvp@grpl.org by 5:00 pm on January 23. Cash payment is due at the event. Lunches provided by Cherry Deli; afternoon cookies by Lomonaco Sicilian Cookies.<br />
<br />
<strong>Session 4</strong><br />
1:00 &ndash; 1:45 PM<br />
<strong>Where Have All the Flowers Gone? Rediscovering Emma Cole&rsquo;s 19th-Century Grand Rapids Flora</strong><br />
<em>Julie Stivers, Garrett E. Crow, and David P. Warners</em></p>

<p>In 1901, Emma Cole published Grand Rapids Flora, a catalog of plants growing without cultivation in the vicinity of Kent County. Enormous changes have taken place since those days, yet her book remains the most complete account of plants specific to our area. Who was this high school teacher, world traveler and Kent Scientific Institute botanist? Where were her favorite spots for wildflowers? Do they still exist? Julie Stivers will speak about the life of Emma Cole. Professors Warners and Crow will describe their work with Calvin College students to rediscover Emma&rsquo;s haunts and assess their natural quality today.</p>

<p>Sponsor: <a href=""http://www.grpm.org/"" target=""_blank""><strong>Grand Rapids Public Museum</strong></a></p>

<p><br />
<strong>Session 5</strong><br />
2:00 &ndash; 2:45 PM<br />
<strong>A Modern Vision Realized: The Mid-Century Park School Development Program</strong><br />
<em>Pam VanderPloeg</em></p>

<p>In 1951, a successful Grand Rapids Public Schools millage vote launched a twenty-year building program to solve the crisis of aging, overcrowded schools and the post-World War II baby boom. A collaboration between the schools, prominent West Michigan architects and the Grand Rapids Park Department, led by landscape architect Fred See, created beautiful modern schools set in expansive parks in old and new neighborhoods and brought national recognition. The story of how that project unfolded, and of the fate of those schools today, will be told through original and contemporary photos and images.</p>

<p>Sponsor: <a href=""http://grcity.us/city-clerk/Pages/City-Archives-and-Research-Center.aspx"" target=""_blank""><strong>Grand Rapids City Archives</strong></a></p>

<p><br />
<strong>Session 6</strong><br />
3:00 &ndash; 3:45 PM<br />
<strong>Reflections on the Gi-Gikinomaage-min&nbsp;(We Are All Teachers) Project</strong><br />
<em>Belinda Bardwell</em></p>

<p><br />
Launched in November 2014, the&nbsp;Gi-gikinomaage-min (We Are All Teachers)&nbsp;project aims to document the urban&nbsp;Native American experience in Grand Rapids.&nbsp;The local Native American community grew&nbsp;dramatically in the last half of the 20th century&nbsp;as a result of a little-known federal program&nbsp;still impacting American Indian lives today.&nbsp;The Urban Relocation Program created one&nbsp;of the largest mass movements of Indians&nbsp;in American history. This talk invites you to&nbsp;learn more about the Gi-gikinomaage-min&nbsp;project, based in the Kutsche Office of Local&nbsp;History at Grand Valley State University.</p>

<p>Sponsor: <strong><a href=""http://www.wmgs.org/"" target=""_blank"">Western Michigan Genealogical&nbsp;Society</a> and <a href=""https://www.gvsu.edu/kutsche/"" target=""_blank"">Kutsche Office of Local History</a>&nbsp;at Grand Valley State University</strong><br />
<br />
<br />
<strong>Limited Seating</strong><br />
Space is limited and seating is offered first come, first served. There will be an overflow room available with a simulcast video presentation.</p>

<p><strong>Grand Rapids Public Library</strong><br />
Main Branch Downtown<br />
111 Library St NE, Grand Rapids, MI</p>

<p>(616) 988-5400<br />
http://www.grpl.org</p>","historydetectives2017","2017-1-28"
"42","GRHS Program","Brookby and the Blodgetts","7:00 PM","FREE Open to the Public","","111 Library St NE, Grand Rapids MI 49503-3268","photo_album_07447-01-ph125.jpg","<p>by Jeff Sytsma</p>

<p>Who were the Blodgetts, and what did they do? &nbsp;And what&rsquo;s the story behind that palatial estate in East Grand Rapids people refer to as the Blodgett Estate? &nbsp;Briefly find the answers to these questions as we look at the person of John W. Blodgett and the palatial home he and his wife built, which still stands as a testament to an era from the last days of Downton Abbey, Gatsby, and the Roaring 20&rsquo;s.</p>

<p>The affluent and wealthy citizens of Grand Rapids once lived in the neighborhoods we know today as Heritage Hill and Cherry Hill. &nbsp;And the 400 block of E. Fulton was once lined with magnificent homes and impeccable lawns and gardens. &nbsp;Eventually these residents pushed further into the country, and many built country homes around the areas of Reeds Lake and Fisk Lake, in East Grand Rapids. &nbsp; The 1920&rsquo;s saw a boom of construction around this area, with craftsmanship and hand-detailed work rarely seen today without a computerized machine. &nbsp;Among these country homes, one estate was built which was more aristocratic, more stately, and was better known than all the rest. &nbsp;This was the estate of Brookby. &nbsp;It&rsquo;s owners were John W. and Minnie C. Blodgett.</p>

<p>Today in the 21st century, most citizens really don&rsquo;t know the Blodgett family. &nbsp;The family that lived here has all passed away, and the grandchildren and great-grandchildren are spread across the country. &nbsp;However, 100 years ago the Blodgett name summoned visions of, not only great wealth, but of civic leadership and philanthropy. &nbsp;Along with the Waters, the Lowes, the Bissells, and other similar families, the Blodgett&rsquo;s were among the top leaders in the greater Grand Rapids area, but their influence was felt across the country.</p>

<p>The Blodgett&rsquo;s were a lumber family. &nbsp;They were lumber barons in an era when Captains of Industry still existed. &nbsp;Along with Michigan, the Blodgett&rsquo;s owned and controlled millions of acres across the country, including Missouri, California, Oregon, and into Canada. &nbsp;Started by D.A. Blodgett, the family patriarch, the family business expanded under the leadership of his son John W. Sr., who eventually would be succeeded by his son, John W. Jr, (Jack). &nbsp;The Blodgett&rsquo;s harvested millions of acres of lumber, much of which was used in construction of bridges, homes, and furniture. &nbsp;The biggest client of the Blodgett&rsquo;s was the U.S. Government, who bought back the harvested land for reforestation purposes. &nbsp;</p>

<p>John Blodgett expanded the family business and made a vast fortune, building upon the fortune he inherited from his father. &nbsp;However, he also was very involved in the community, giving behind the scenes far more than he gave publically. &nbsp;Still, he did give publically. &nbsp;He donated the money for Blodgettt hospital in honor of his mother Jane. &nbsp;His wife was a supporter of Camp Blodgett, the children&rsquo;s camp on Lake Michigan. &nbsp;And they also supported the D.A. Blodgett Children&rsquo;s Home, funded by, and named after, his father. &nbsp;During the Great Depression, John personally saved 3 banks from failing. &nbsp;He was also served a term on the Federal Reserve Board in Chicago, and was heavily influential in Republican politics for his entire life.</p>

<p>As a legacy to their success, (which seems pretentious today, but was the norm in an era where society and class levels existed and mattered), the Blodgett&rsquo;s built Brookby. &nbsp;This 41 room mansion sat on 8 acres, and also had three other cottages on the grounds for the Gardener, Chauffer, and Gatekeeper. &nbsp;It also had an 8-stall heated garage with plumbing, and its grounds were done by the prestigious firm the Olmsted Brothers. &nbsp;It was designed by the New York architectural firm Walker &amp; Gillette, who did many Gold Coast homes along Long Island. &nbsp;When an event of the Blodgett&rsquo;s occurred in the Society pages, it simply would state it happened at &ldquo;Brookby House.&rdquo; &nbsp;When mail was sent to the Blodgett&rsquo;s, it was simply marked &ldquo;John Blodgett, Brookby House, East Grand Rapids, MI.&rdquo; &nbsp;Today, the Blodgett&rsquo;s exist only in memory, in yellowed newspapers and micro-film, in black and white photos, and as names on buildings. &nbsp;But Brookby still stands proudly, albiet silently. &nbsp;A testament to the success of a family who once conquered Michigan&rsquo;s greatest industry in the era before the automobile. &nbsp;&nbsp;</p>

<p><br />
About the Speaker:</p>

<p>Jeff Sytsma is a former high school History teacher who, after ten years, changed careers into landscaping. &nbsp;As one who is passionate about historical gardens, Jeff was drawn to the original gardens at Brookby, and is working to restore them to their once original condition. &nbsp;What started as a research paper for a graduate class 11 years ago slowly has blossomed into a pet project. &nbsp;Jeff has cataloged all the invoices for the construction of the home and has (and still is) cataloging all the original blueprints for the home. &nbsp;As a Trustee of the Grand Rapids Historical Society, Jeff published an article on the home which, unfortunately, was bought by every Blodgett family member across the country, selling out the magazine. &nbsp;He has also given OLLI classes on this subject for Aquinas college and works closely with Aquinas on the caretaking of Brookby. &nbsp;Jeff hopes to someday compile a history on several of the wealthy leaders of this era, and the majestic homes they built.</p>","brookbyandtheblodgetts","2017-2-9"
"43","GRHS Program","Fighters From the Furniture City","7:00 PM","FREE and Open to the Public","","111 Library St NE, Grand Rapids MI 49503-3268","","<p>by&nbsp;Louis Moore</p>

<p>Although Grand Rapids doesn&rsquo;t have a ring reputation that rivals boxing cities like Philadelphia and Detroit, the &ldquo;Furniture City&rdquo; has produced some of boxing&rsquo;s best and most colorful fighters, including Stanley &ldquo;The Michigan Assassin&rdquo; Ketchel and Floyd &ldquo;Money&rdquo; Mayweather. While paying special attention to local fighters, and examining social issues like race, ethnicity, and class, this presentation will discuss the history of boxing in Grand Rapids.</p>

<p>&nbsp;</p>","fightersfromthefurniturecity","2017-3-9"
"44","GRHS Program","The Murder of Major General William ""Bull"" Nelson","7:00 PM","FREE and Open to the Public","","111 Library St NE, Grand Rapids MI 49503-3268","archivesofamericanart.typepad.jpg","<p>by&nbsp;Robert Girardi</p>

<p>In the summer of 1862, the Union was in dire peril. The second year of the Civil War brought changes to the nature of the war and the fabric of the country. Confederate forces were seemingly unstoppable, having won a string of unanswered victories. Now Confederate armies were invading Maryland and Kentucky. Anti-war sentiment grew in response to President Abraham Lincoln&#39;s issuance of the preliminary Emancipation Proclamation. The two pronged invasion of Kentucky threatened to bring Confederate forces all the way from Middle Tennessee to the Ohio River. The fall of Louisville and or Cincinnati seemed imminent.</p>

<p>In response to this emergency, Lincoln called for 600,000 volunteers. Raw recruits from Illinois, Indiana and Ohio were rushed to the front to protect the Ohio River line. Major General Horatio Wright, the Department commander, was organizing the defenses of Cincinnati. Major General William &ldquo;Bull&rdquo; Nelson was given the task of defending Louisville.</p>

<p>Nelson was a native Kentuckian and a career navy officer who was commissioned a general in the U.S. Army as a reward for his role in keeping Kentucky in the Union. He was a large man, with a fierce temper, which he was quick to unleash on anyone who ran afoul of him. As a general, he had won a number of small victories. His division was first to occupy Nashville after the fall of Fort Donelson, and his troops were first on the field to support U.S. Grant on the first day of the battle of Shiloh. Nelson was trying to organize the raw recruits into something resembling an army.</p>

<p>Brigadier General Jefferson C. Davis was a native Indianan, and also a career army man. He won distinction in the Mexican War and was commissioned directly into the army after that conflict. He was small in stature, but had an ego and a temper that matched Nelson&#39;s. He was appointed to assist Nelson at Louisville and tasked with organizing the new forces into regiments and brigades, a job he felt was beneath him.</p>

<p>When Nelson confronted Davis about his lack of progress, he lost his temper and the two men engaged in a shouting match. Nelson ordered Davis to leave the city. A week later, Davis returned, provoked a confrontation and shot Nelson to death. Although he was arrested and indicted, he was never brought to trial. A number of factors contributed to this astonishing result, including political intrigue, cronyism and the exigencies of war.</p>

<p>&nbsp;</p>

<p><img alt=""Robert Girardi"" src=""uploads/images/20130611_12%20copy.jpg"" style=""width: 216px; height: 270px;"" /></p>

<p>Robert I Girardi is a Civil War author and historian who has written and edited ten books. He is also a veteran Chicago Police Department homicide detective. &nbsp;He will investigate this incident step by step to explain how and why this murder went unpunished.</p>

<p>sponsored by <a href=""http://www.grcwrt.com/"" target=""_blank"">Grand Rapids Civil War Roundtable</a></p>

<p>Illustration: Brig. Gen. Jefferson Davis shoots Maj. Gen. William Nelson</p>","themurderofmajorgeneralwilliambullnelson","2017-4-13"
"45","GRHS Program","History of St. John's Home and It's Founders","","FREE and Open to the Public","","254 Fulton St E, Grand Rapids, MI 49503","s-l1600_copy.jpg","<p>by Mark Thomson</p>

<p>Women&rsquo;s City Club<br />
&nbsp;254 Fulton St E<br />
Grand Rapids, MI 49503</p>","historyofstjohnshomeanditsfounders","2017-5-11"
"46","Annual Banquet","GRHS Annual Member's Banquet 2017","6:00 pm","30.00","","Women's City Club, 254 Fulton St E, Grand Rapids, MI 49503","image.jpg","<p>Our Annual Member&rsquo;s Banquet will once again be held&nbsp;downtown at Women&rsquo;s City Club on the corner of Fulton St and Lafayette Ave. Parking available in the lots west and east of the building, accessible from Fulton St or Lafayette Ave.</p>

<p><span style=""line-height: 1.6em;"">Members and non-members ($30.) purchase a&nbsp;required&nbsp;Dinner Ticket to attend the Banquet. The 2017 Baxter Award and Raffle will be presented after dinner.</span></p>

<p><span style=""line-height: 1.6em;""><strong>Member&rsquo;s Banquet:</strong><br />
6:00 PM &mdash; Gather. Socialize.&nbsp;Libations &ndash; Cash Bar.<br />
6:30 PM &mdash; Be Seated for Dinner<br />
7:15 PM &mdash; Official Business, 2017 Baxter Award &amp; Raffle</span></p>

<p><span style=""line-height: 1.6em;""><strong>Program FREE and OPEN to Public: (Lower-Level Auditorium)</strong><br />
7:30 PM &mdash; Program Begins</span></p>

<p><span style=""line-height: 1.6em;"">Members and Non-members ($30.) of the <strong>Grand Rapids Historical Society</strong> may purchase tickets for $30.&nbsp;(A service fee of $1.00 applied to PayPal Card Processing)</span></p>

<p><strong><a href=""shop/Banquet%20Ticket/52"">P</a></strong><a href=""shop/Banquet%20Ticket/52""><strong>URCHASE BANQUET TICKETS [HERE]</strong></a></p>

<p><strong><span style=""line-height: 1.6em;""><a href=""/PDFs/Desdemonas_Menu_2017.pdf"" target=""_blank"">REVIEW DINNER MENU PDF [HERE]</a></span></strong></p>

<p><span style=""line-height: 1.6em;"">Make Checks Payable To:</span><br />
<strong style=""line-height: 1.6em;"">Grand Rapids Historical Society</strong><br />
<span style=""line-height: 1.6em;"">c/o Grand Rapids Public Library</span><br />
<span style=""line-height: 1.6em;"">111 LIbrary St. NE</span><br />
<span style=""line-height: 1.6em;"">Grand Rapids MI 49503&nbsp;</span></p>

<p><strong><span style=""line-height: 1.6em;"">DEADLINE to RSVP and Purchase Tickets is Thursday 4 May 2017. So Order Yours TODAY!</span></strong></p>

<p>Following the Baxter Award Presentation, Mark Thomson will be presenting&nbsp;&ldquo;<em><strong>The History of St. John&rsquo;s Home and It&rsquo;s Founders</strong></em>&rdquo; in the lower-level auditorium</p>","grhsannualmembersbanquet2017","2017-5-11"
"48","GRHS Program","Search for the Westmoreland: West Michigan's Treasure Shipwreck","7:00 PM","FREE and Open to the Public","","111 Library St NE, Grand Rapids MI 49503-3268","Richardson.jpg","<p>presented by Ross Richardson</p>

<p>Imagine we are walking through an old part of your town, the oldest part of town.&nbsp; Now imagine we discover a building that has been sealed up for over a century.&nbsp; A building that was closed up before the Civil War began.&nbsp; Let&rsquo;s go inside and take a look.&nbsp; The interior of this building has remained untouched by human hands for decades and is filled with tools and utensils of the day.&nbsp; Imagine what we could learn from these priceless artifacts.&nbsp;</p>

<p>How many buildings like this actually exist in the world today?&nbsp; Probably very few, if any.&nbsp; Yet, here in Michigan, we are surrounded by something just as valuable.&nbsp; Undiscovered shipwrecks.&nbsp; These underwater time capsules are loaded with implements and personal belongings of our ancestors, preserved by cold, deep, dark water.</p>

<p>Lake Michigan is home to over one thousand reported shipwrecks.&nbsp; More of these shipwrecks have been found on the lake bottom in the past decade, then any other decade in history.&nbsp; Some say this is the golden age of Great Lakes shipwreck hunting.&nbsp; Advancements in technologies such as sonar and GPS mapping have demystified much of the lake bottom.&nbsp; Diving technology has improved also, with divers reaching depths of 300&rsquo; plus regularly.&nbsp; Improvements in underwater cameras allow divers to reveal these wrecks to the public in impressive fashion.</p>

<p>As a general rule of thumb, the deeper the shipwreck, the better state of preservation that shipwreck will be in.&nbsp; Lake Michigan boasts some of the most intact and well preserved shipwrecks on the planet.&nbsp; One of these amazingly preserved shipwrecks lies on the bottom of Northern Lake Michigan near Sleeping Bear Dune and the Manitou Islands.&nbsp; In December of 1854 the 200&rsquo; wooden passenger steamer Westmoreland foundered in a winter gale.&nbsp; 17 of her crew and passengers perished, but 17 survived, and soon rumors of gold coins in her safe and whiskey barrels in her hold started circulating around the Great Lakes.&nbsp; Over the next 150 years, the Westmoreland would become one of the most sought after shipwrecks on the lakes with nearly twenty expeditions launched to find her.</p>

<p>Come and learn about the legend, the history, and the discovery of Lake Michigan&rsquo;s treasure shipwreck.</p>","searchforthewestmorelandwestmichiganstreasureshipwreck","2017-9-14"
"49","GRHS Program","Speedrome Gone, But Not Forgotten","7:00 PM","FREE and Open to the Public","","111 Library St NE, Grand Rapids MI 49503-3268","","<p>On this evening Doug Taylor will focus on the history around C.C. Comstock and his connection to the birth of the West Michigan Fairgrounds, Comstock Park and eventually the Historic Speedrome. &nbsp;&nbsp;It was located on North Park St. between the Grand River and West River Dr. in Comstock Park, MI. Woodland Paving and US-131 Expressway occupy the property today.</p>

<p>Taylor will take you on a parade of chronological events as they happened in the very early years of the Historic West Michigan Fairgrounds. Along the way Doug will bring to life the days of the thundering race cars that roared around the track since 1903, with names like Barney Oldfield, Louis Chevrolet and Ralph DePalma. Then he will focus on reasons the State Fair after 45 years left for Detroit and why the grounds fell into disuse.</p>

<p>In 1946 after World War II ended, the nations craze turned to airplanes, because so many were involved with aircraft during the war. Visionary O. C. Hall gambled on a fifty year lease with an option to purchase the fairgrounds and built a north-south runway with a seaplane base on the river. Doug goes on to explain much of the operations of Grand Rapids Air Park that was short lived, including an Air Service owned by the famous Amway founders, that failed horribly.</p>

<p>In 1949 O.C. Hall rebuilt the grandstands as work was started on a multi-purpose racing facility with modern conveniences close in to Grand Rapids. Plans included building a half mile dirt racetrack with a fifth mile dirt track inside it. On May 28, 1950 the Speedrome as it was called, opened with 10,000 fans to watch midgets race on the fifth mile track. The big cars were postponed until the next Sunday, do to the Grand River flooding the half mile track.</p>

<p>The Speedrome went through a bunch of difficult management and lease periods through the first 5 years of operation. Doug then looks at the big power struggle enveloped between Berlin Raceway (seven miles to the west) and the Speedrome in 1951, for the cars and drivers from the area, as both tracks run on Saturday night. Speedrome had a half mile race track and brought in Nascar in 1951 and 1954 for a couple of 200 lap races. &nbsp;&nbsp;</p>

<p>Moving into the late 1950s, the track was promoted by Frank Evans and Flip Kamp, who brought in Joey Chitwood Thrill Show drivers regularly, had many midget races, jalopies and on occasion would have powder-puff races and wreck-om derby&#39;s.</p>

<p>Halfway into 1963 season Chet Hall, (O.C. Halls son) &nbsp;become the last promoter and in 1964, he paved the half mile track, put lights on it and brought in the Super Fast Modifieds, with wide open competition. As a bonus they added the fast Semi Late Model Stock Cars and the crowds grew to epic proportions, which ended in being the high point of the Speedrome, the low point being the sale of the Speedrome on August 1, 1966 to the State of Michigan for the extension of US-131 north from Grand Rapids I-96.</p>

<p>Come join Doug and Speedrome drivers, Johnny Benson Sr., Wayne Landon, Gail Cobb, Bob Senneker and Ralph Baker to tell their stories and share memories of that by gone era and join them in a Question &amp; Answer secession at the end of the presentation.</p>

<p><strong>Speedrome: Then &amp; Now</strong></p>

<p><img alt=""Speedrome Then &amp; Now"" src=""uploads/images/Speedrome%20Then%20Now.jpg"" style=""width: 640px; height: 1029px;"" /></p>

<p>&nbsp;</p>","speedromegonebutnotforgotten","2017-10-12"
"50","GRHS Program","The Second Line of Defense:  Grand Rapids Women and the Great War","7:00 PM","FREE and Open to the Public","","111 Library St NE, Grand Rapids MI 49503-3268","Women_Pledge_600w.jpg","<p>Presented by Melissa Fox<br />
Greater Grand Rapids Women&rsquo;s History Council</p>

<p>Thursday, November 9, 2017, 7:00pm<br />
Ryerson Auditorium, Grand Rapids Public Library</p>

<p>Co-sponsored by the <a href=""http://www.ggrwhc.org/"" target=""_blank"">Greater Grand Rapids Women&rsquo;s History Council</a>, the <a href="""" target=""_blank"">Grand Rapids Historical Society</a>, &amp; the <a href=""http://www.grpl.org/"" target=""_blank"">Grand Rapids Public Library</a></p>

<p>&nbsp;</p>

<p>Her title honoring a new book examining World War I&rsquo;s &ldquo;surprising impact on women and, in turn, women&rsquo;s impact on the war,&rdquo; Melissa Fox&rsquo;s presentation will introduce the second line of defense in Grand Rapids a hundred years ago. Local and academic historians are only beginning to tell the stories of American women as citizens during the largest wartime mobilization of a young country, dispelling myths that women led lives only in their homes. When invited in because of military needs, diverse groups of women made contributions to the nation that ranged far beyond the war and their traditional gender roles. &nbsp;</p>

<p>In the same way that a century ago Grand Rapids women tailored their knowledge and talents to suit the war effort, local women&rsquo;s historians are currently learning how their own work on the reform movements of community foremothers needs to be extended and reinvested in the larger context. When American women were granted a federal mandate by the Council of National Defense, when the government established the CND&rsquo;s Woman&rsquo;s Committee in Washington, woman&rsquo;s committees were also formed on state and local levels all over the nation. That this history has been so long neglected remains astonishing.</p>

<p>On November 9th Melissa Fox, the new president of the Greater Grand Rapids Women&rsquo;s History Council, will provide an overview of recent work bringing this period to life. Leading with the local, she will illustrate how hundreds of American women&#39;s groups transformed their organizational structures upon U.S. entry into World War I. They addressed the nation&rsquo;s failure to assess serious health problems that suddenly compromised national security when huge percentages of American men failed their military physicals. Long-time efforts to establish exercise on playgrounds for children, to get fresh food into the city through farmers markets and school gardens, and to find employment for women in factories and business took off.</p>

<p>Highlighting examples of Grand Rapids women serving on state- and city-level woman&rsquo;s committees, Fox will share some familiar names of women activists in new positions. On the state level, educator Josephine Ahnefeldt Goss was the chair of &ldquo;propaganda,&rdquo; in charge of convincing recent immigrants that they, too, should participate in food programs benefitting their children as well as the war effort.</p>

<p>As contemporary local researchers are hailing the historical efforts of women, they are also studying public pressures levied by Hoover&rsquo;s Food Administration to force them to sign food pledges and register for war work. Still, as a result of the registration campaign, during one week of May 1918 over half the female adult population of Grand Rapids completed what we celebrate today as the most comprehensive census of women&rsquo;s life at the time. You will be hearing more about this over the next year!</p>

<p>The wartime efforts of pioneering Grand Rapids, midwestern, and national women&rsquo;s leaders have been too long neglected. Even professional women&rsquo;s historians have not until recently understood the scale of accomplishment. Join us on November 9th for a look at history-making in process--to see how in a new century nineteenth-century women&rsquo;s efforts were newly understood, energized, and reframed by an invitation from the federal government. And see where it led&mdash;for starters, to universal suffrage, the Nineteenth Amendment in 1920.</p>

<p>** *** ** *** ** *** **</p>

<p><img alt="""" src=""uploads/images/Melissa%20Fox%20IMG_4930.jpg"" style=""width: 400px; height: 300px;"" /></p>

<p>The Grand Rapids local history community originally met Melissa Fox when she worked in the Local History and Special Collections Department of the Grand Rapids Public Library and served as coordinator of History Detectives programming. Currently, she bridges life as a freelance writer, researcher and homemaker with life in her new role as president of the Greater Grand Rapids Women&rsquo;s History Council. Women activists and volunteers from a hundred years ago would recognize her juggling act!</p>

<p>** *** ** *** ** *** **</p>

<p>During 2018 the GGRWHC will celebrate thirty years of existence and register afresh how past women&rsquo;s experiences relate to present and to future goals. Among the Council&#39;s first projects were research workshops and a conference, which showed off how much had been uncovered in the early years. Soon city-wide celebrations called Legacy involved dozens of local organizations, representing the arts, education, health care, business, labor, and religion, to help uncover data and &nbsp;highlight what had already been found.</p>

<p>For nearly thirty years the Council has recruited and trained researchers, encouraged donations to local archives, distributed bibliographies on area women&rsquo;s history, digitized materials for broader dissemination, and developed creative programming to spread information about the early accomplishments of female scientists, attorneys, journalists, even reformed courtesans. Five years ago at a quarter century, it took stock and published a brief summary history, which you can find on its website:&nbsp; <a href=""http://www.ggrwhc.org/our-history"">http://www.ggrwhc.org/our-history</a></p>

<p>&nbsp;</p>","thesecondlineofdefensegrandrapidswomenandthegreatwar","2017-11-9"
"51","GRHS Program","Charles Garfield:  A Fascinating Citizen","7:00 PM","FREE and Open to the Public","","111 Library St NE, Grand Rapids MI 49503-3268","Tree_mem_crop.jpg","<p>presented by Chris Reader</p>

<p>On his memory stone in Garfield Park, it says &ldquo;Chas. W. Garfield - Useful Citizen, Lover of Trees.&rdquo; Chris Reader will share how Charles W. Garfield was not just a useful citizen, but also one of our most fascinating. A teacher, graduate and staff member of Michigan State University, horticulturist, forester, bicycle enthusiast, reporter, museum founder, banker, city planner, state representative, and donor and promoter of parks and playgrounds, Garfield&#39;s influence on Grand Rapids and Michigan is profound, even today.</p>

<p><strong>Please Note: We are Rescheduled for the Third Thursday, January 18</strong></p>","charlesgarfieldafascinatingcitizen","2018-1-18"
"52","GRHS Program","Wagoosh: The Fox: Louis Campau","7:00 PM","FREE and Open to the Public","","111 Library St NE, Grand Rapids MI 49503-3268","","<p>presented by Maureen Shirey</p>

<p>Details to Follow</p>","wagooshthefoxlouiscampau","2018-2-8"
"53","GRHS Program","Grant's Canal: The Union's Attempt to By-Pass Vicksburg","7:00 PM","FREE and Open to the Public","","111 Library St NE, Grand Rapids MI 49503-3268","","<p>presented by David Bastian</p>

<p>Program Details to Follow</p>","grantscanaltheunionsattempttobypassvicksburg","2018-3-8"
"54","GRHS Program","Grand Rapids -- Gateway to the Playground of the Nation:  A Look Back at Promoting the City and West Michigan","7:00 PM","FREE and Open to the Public","","111 Library St NE, Grand Rapids MI 49503-3268","","<p>presented by Christine Byron and Tom Wilson</p>

<p>Program Details to Follow</p>","grandrapidsgatewaytotheplaygroundofthenationalookbackatpromotingthecityandwestmichigan","2018-4-12"
